Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
67849,12/15/2019,Novo Shopping Ribeirão Preto,Camisa Xadrez,5,R$ 105.00,R$ 525.00
67850,12/15/2019,Shopping Morumbi,Camisa Xadrez,5,R$ 105.00,R$ 525.00
67850,12/15/2019,Shopping Morumbi,Polo Liso,2,R$ 137.00,R$ 274.00
67850,12/15/2019,Shopping Morumbi,Camisa Gola V,3,R$ 100.00,R$ 300.00
67852,12/15/2019,Shopping Midway Mall,Polo Estampa,4,R$ 138.00,R$ 552.00
67854,12/15/2019,Shopping Midway Mall,Calça,2,R$ 170.00,R$ 340.00
67855,12/15/2019,Iguatemi Esplanada,Cinto Estampa,1,R$ 209.00,R$ 209.00
67855,12/15/2019,Iguatemi Esplanada,Pulseira Listrado,1,R$ 79.00,R$ 79.00
67855,12/15/2019,Iguatemi Esplanada,Cinto Estampa,1,R$ 209.00,R$ 209.00
67858,12/15/2019,Iguatemi Campinas,Sunga,4,R$ 100.00,R$ 400.00
67858,12/15/2019,Iguatemi Campinas,Gorro Linho,2,R$ 124.00,R$ 248.00
67858,12/15/2019,Iguatemi Campinas,Short Linho,1,R$ 133.00,R$ 133.00
67858,12/15/2019,Iguatemi Campinas,Bermuda Linho,3,R$ 195.00,R$ 585.00
67859,12/15/2019,Parque Dom Pedro Shopping,Cinto Linho,2,R$ 248.00,R$ 496.00
67860,12/15/2019,Shopping SP Market,Meia Liso,5,R$ 38.00,R$ 190.00
67860,12/15/2019,Shopping SP Market,Casaco,1,R$ 250.00,R$ 250.00
67860,12/15/2019,Shopping SP Market,Camisa Gola V Estampa,2,R$ 118.00,R$ 236.00
67860,12/15/2019,Shopping SP Market,Camisa Listrado,3,R$ 108.00,R$ 324.00
67861,12/15/2019,Center Shopping Uberlândia,Cinto Estampa,2,R$ 209.00,R$ 418.00
67862,12/15/2019,Center Shopping Uberlândia,Chinelo Listrado,1,R$ 73.00,R$ 73.00
67863,12/15/2019,Center Shopping Uberlândia,Pulseira Linho,1,R$ 114.00,R$ 114.00
67865,12/15/2019,Shopping União de Osasco,Casaco Xadrez,2,R$ 259.00,R$ 518.00
67865,12/15/2019,Shopping União de Osasco,Gorro Linho,3,R$ 124.00,R$ 372.00
67865,12/15/2019,Shopping União de Osasco,Terno Linho,1,R$ 750.00,R$ 750.00
67866,12/15/2019,Salvador Shopping,Bermuda Estampa,2,R$ 169.00,R$ 338.00
67866,12/15/2019,Salvador Shopping,Sunga Linho,2,R$ 149.00,R$ 298.00
67866,12/15/2019,Salvador Shopping,Bermuda Estampa,2,R$ 169.00,R$ 338.00
67867,12/15/2019,Shopping União de Osasco,Sapato Xadrez,3,R$ 368.00,"R$ 1,104.00"
67868,12/15/2019,Shopping Ibirapuera,Mochila,1,R$ 270.00,R$ 270.00
67869,12/15/2019,Salvador Shopping,Pulseira Xadrez,5,R$ 87.00,R$ 435.00
67870,12/15/2019,Shopping Center Leste Aricanduva,Meia Listrado,2,R$ 37.00,R$ 74.00
67871,12/15/2019,Iguatemi Esplanada,Camisa Estampa,2,R$ 113.00,R$ 226.00
67872,12/15/2019,Shopping Vila Velha,Pulseira Linho,1,R$ 114.00,R$ 114.00
67873,12/15/2019,Rio Mar Recife,Polo Xadrez,1,R$ 142.00,R$ 142.00
67875,12/15/2019,Bourbon Shopping SP,Camiseta,1,R$ 180.00,R$ 180.00
67879,12/15/2019,Norte Shopping,Camisa Estampa,1,R$ 113.00,R$ 113.00
67879,12/15/2019,Norte Shopping,Sunga Liso,3,R$ 114.00,R$ 342.00
67879,12/15/2019,Norte Shopping,Mochila Estampa,2,R$ 277.00,R$ 554.00
67880,12/15/2019,Shopping Ibirapuera,Camisa Gola V Liso,1,R$ 118.00,R$ 118.00
67881,12/15/2019,Shopping Barra,Casaco,2,R$ 250.00,R$ 500.00
67883,12/15/2019,Center Shopping Uberlândia,Bermuda Xadrez,1,R$ 155.00,R$ 155.00
67883,12/15/2019,Center Shopping Uberlândia,Mochila,3,R$ 270.00,R$ 810.00
67884,12/15/2019,Iguatemi Esplanada,Camisa Xadrez,1,R$ 105.00,R$ 105.00
67884,12/15/2019,Iguatemi Esplanada,Gorro Listrado,2,R$ 97.00,R$ 194.00
67885,12/15/2019,Shopping Iguatemi Fortaleza,Cinto,5,R$ 200.00,"R$ 1,000.00"
67886,12/15/2019,Norte Shopping,Camiseta Estampa,5,R$ 196.00,R$ 980.00
67886,12/15/2019,Norte Shopping,Calça Xadrez,1,R$ 185.00,R$ 185.00
67886,12/15/2019,Norte Shopping,Sapato Xadrez,3,R$ 368.00,"R$ 1,104.00"
67887,12/15/2019,Shopping Morumbi,Terno,2,R$ 700.00,"R$ 1,400.00"
67888,12/15/2019,Parque Dom Pedro Shopping,Mochila Linho,4,R$ 311.00,"R$ 1,244.00"
67888,12/15/2019,Parque Dom Pedro Shopping,Chinelo Liso,1,R$ 71.00,R$ 71.00
67889,12/15/2019,Shopping Recife,Tênis,1,R$ 250.00,R$ 250.00
67889,12/15/2019,Shopping Recife,Cueca,2,R$ 50.00,R$ 100.00
67890,12/15/2019,Palladium Shopping Curitiba,Mochila,4,R$ 270.00,"R$ 1,080.00"
67890,12/15/2019,Palladium Shopping Curitiba,Camiseta Liso,2,R$ 187.00,R$ 374.00
67890,12/15/2019,Palladium Shopping Curitiba,Sapato,3,R$ 350.00,"R$ 1,050.00"
67890,12/15/2019,Palladium Shopping Curitiba,Relógio Estampa,3,R$ 219.00,R$ 657.00
67890,12/15/2019,Palladium Shopping Curitiba,Cinto Estampa,1,R$ 209.00,R$ 209.00
67892,12/15/2019,Novo Shopping Ribeirão Preto,Camiseta Liso,5,R$ 187.00,R$ 935.00
67894,12/15/2019,Shopping Barra,Chinelo Liso,2,R$ 71.00,R$ 142.00
67895,12/15/2019,Rio Mar Shopping Fortaleza,Mochila Xadrez,1,R$ 283.00,R$ 283.00
67896,12/15/2019,Rio Mar Recife,Casaco Xadrez,2,R$ 259.00,R$ 518.00
67897,12/15/2019,Shopping Center Leste Aricanduva,Cueca Xadrez,1,R$ 60.00,R$ 60.00
67897,12/15/2019,Shopping Center Leste Aricanduva,Camisa Listrado,2,R$ 108.00,R$ 216.00
67897,12/15/2019,Shopping Center Leste Aricanduva,Chinelo Liso,1,R$ 71.00,R$ 71.00
67897,12/15/2019,Shopping Center Leste Aricanduva,Short Liso,1,R$ 108.00,R$ 108.00
67898,12/15/2019,Center Shopping Uberlândia,Short Estampa,2,R$ 96.00,R$ 192.00
67898,12/15/2019,Center Shopping Uberlândia,Chinelo Liso,1,R$ 71.00,R$ 71.00
67898,12/15/2019,Center Shopping Uberlândia,Meia Listrado,1,R$ 37.00,R$ 37.00
67900,12/15/2019,Passei das Águas Shopping,Relógio,3,R$ 200.00,R$ 600.00
67901,12/15/2019,Shopping Eldorado,Cinto Xadrez,1,R$ 215.00,R$ 215.00
67902,12/15/2019,Shopping Center Interlagos,Cueca Xadrez,1,R$ 60.00,R$ 60.00
67902,12/15/2019,Shopping Center Interlagos,Pulseira Estampa,2,R$ 87.00,R$ 174.00
67902,12/15/2019,Shopping Center Interlagos,Sapato Linho,4,R$ 391.00,"R$ 1,564.00"
67903,12/15/2019,Parque Dom Pedro Shopping,Polo Estampa,4,R$ 138.00,R$ 552.00
67903,12/15/2019,Parque Dom Pedro Shopping,Camisa Gola V Liso,4,R$ 118.00,R$ 472.00
67903,12/15/2019,Parque Dom Pedro Shopping,Calça Xadrez,2,R$ 185.00,R$ 370.00
67904,12/15/2019,Shopping Center Interlagos,Casaco Listrado,4,R$ 269.00,"R$ 1,076.00"
67904,12/15/2019,Shopping Center Interlagos,Polo,1,R$ 130.00,R$ 130.00
67905,12/15/2019,Parque Dom Pedro Shopping,Cinto Estampa,1,R$ 209.00,R$ 209.00
67905,12/15/2019,Parque Dom Pedro Shopping,Bermuda Xadrez,4,R$ 155.00,R$ 620.00
67905,12/15/2019,Parque Dom Pedro Shopping,Cueca Linho,5,R$ 93.00,R$ 465.00
67905,12/15/2019,Parque Dom Pedro Shopping,Tênis Linho,1,R$ 294.00,R$ 294.00
67906,12/15/2019,Salvador Shopping,Sunga,1,R$ 100.00,R$ 100.00
67906,12/15/2019,Salvador Shopping,Cinto Estampa,2,R$ 209.00,R$ 418.00
67906,12/15/2019,Salvador Shopping,Sunga Xadrez,2,R$ 116.00,R$ 232.00
67906,12/15/2019,Salvador Shopping,Camisa Liso,1,R$ 105.00,R$ 105.00
67907,12/15/2019,Iguatemi Esplanada,Camisa,5,R$ 100.00,R$ 500.00
67907,12/15/2019,Iguatemi Esplanada,Sunga Xadrez,2,R$ 116.00,R$ 232.00
67907,12/15/2019,Iguatemi Esplanada,Polo Estampa,3,R$ 138.00,R$ 414.00
67908,12/15/2019,Shopping Vila Velha,Chinelo Linho,1,R$ 105.00,R$ 105.00
67909,12/15/2019,Shopping Vila Velha,Camisa Gola V Listrado,1,R$ 116.00,R$ 116.00
67910,12/15/2019,Parque Dom Pedro Shopping,Tênis Linho,1,R$ 294.00,R$ 294.00
67911,12/15/2019,Bourbon Shopping SP,Mochila Liso,3,R$ 276.00,R$ 828.00
67913,12/15/2019,Palladium Shopping Curitiba,Short Estampa,2,R$ 96.00,R$ 192.00
67914,12/15/2019,Shopping Vila Velha,Sunga Linho,2,R$ 149.00,R$ 298.00
67915,12/15/2019,Iguatemi Esplanada,Short Linho,2,R$ 133.00,R$ 266.00
67917,12/15/2019,Shopping União de Osasco,Casaco Estampa,1,R$ 256.00,R$ 256.00
67918,12/15/2019,Shopping SP Market,Calça Listrado,5,R$ 181.00,R$ 905.00
67919,12/15/2019,Rio Mar Recife,Camisa Gola V Estampa,4,R$ 118.00,R$ 472.00
67919,12/15/2019,Rio Mar Recife,Camisa Listrado,3,R$ 108.00,R$ 324.00
67921,12/15/2019,Norte Shopping,Sunga Estampa,1,R$ 120.00,R$ 120.00
67921,12/15/2019,Norte Shopping,Short Listrado,2,R$ 102.00,R$ 204.00
67922,12/15/2019,Shopping Morumbi,Sapato Listrado,1,R$ 363.00,R$ 363.00
67924,12/15/2019,Salvador Shopping,Terno Xadrez,1,R$ 709.00,R$ 709.00
67924,12/15/2019,Salvador Shopping,Camisa Linho,2,R$ 141.00,R$ 282.00
67925,12/15/2019,Ribeirão Shopping,Mochila Linho,1,R$ 311.00,R$ 311.00
67925,12/15/2019,Ribeirão Shopping,Camisa Gola V Xadrez,2,R$ 107.00,R$ 214.00
67925,12/15/2019,Ribeirão Shopping,Casaco Linho,3,R$ 299.00,R$ 897.00
67926,12/15/2019,Shopping Morumbi,Gorro Estampa,3,R$ 93.00,R$ 279.00
67926,12/15/2019,Shopping Morumbi,Gorro Liso,3,R$ 92.00,R$ 276.00
67926,12/15/2019,Shopping Morumbi,Bermuda Estampa,1,R$ 169.00,R$ 169.00
67927,12/15/2019,Palladium Shopping Curitiba,Camiseta Liso,2,R$ 187.00,R$ 374.00
67928,12/15/2019,Iguatemi Esplanada,Calça Xadrez,3,R$ 185.00,R$ 555.00
67929,12/15/2019,Center Shopping Uberlândia,Terno Xadrez,1,R$ 709.00,R$ 709.00
67929,12/15/2019,Center Shopping Uberlândia,Pulseira,1,R$ 70.00,R$ 70.00
67930,12/15/2019,Passei das Águas Shopping,Camiseta,1,R$ 180.00,R$ 180.00
67932,12/15/2019,Palladium Shopping Curitiba,Tênis Listrado,2,R$ 262.00,R$ 524.00
67933,12/15/2019,Shopping Vila Velha,Relógio Listrado,1,R$ 218.00,R$ 218.00
67934,12/15/2019,Bourbon Shopping SP,Polo,1,R$ 130.00,R$ 130.00
67935,12/15/2019,Rio Mar Shopping Fortaleza,Polo Linho,3,R$ 176.00,R$ 528.00
67936,12/15/2019,Norte Shopping,Terno,3,R$ 700.00,"R$ 2,100.00"
67937,12/15/2019,Bourbon Shopping SP,Camisa Liso,4,R$ 105.00,R$ 420.00
67938,12/15/2019,Novo Shopping Ribeirão Preto,Calça Listrado,4,R$ 181.00,R$ 724.00
67939,12/15/2019,Ribeirão Shopping,Casaco Liso,1,R$ 255.00,R$ 255.00
67941,12/15/2019,Bourbon Shopping SP,Relógio Xadrez,2,R$ 214.00,R$ 428.00
67941,12/15/2019,Bourbon Shopping SP,Meia,3,R$ 30.00,R$ 90.00
67942,12/15/2019,Shopping Recife,Sapato Estampa,2,R$ 358.00,R$ 716.00
67943,12/15/2019,Rio Mar Recife,Tênis Listrado,1,R$ 262.00,R$ 262.00
67943,12/15/2019,Rio Mar Recife,Cinto Linho,1,R$ 248.00,R$ 248.00
67943,12/15/2019,Rio Mar Recife,Camisa Listrado,4,R$ 108.00,R$ 432.00
67944,12/15/2019,Rio Mar Shopping Fortaleza,Terno Listrado,1,R$ 709.00,R$ 709.00
67944,12/15/2019,Rio Mar Shopping Fortaleza,Mochila Estampa,1,R$ 277.00,R$ 277.00
67945,12/15/2019,Shopping Vila Velha,Bermuda Linho,1,R$ 195.00,R$ 195.00
67946,12/15/2019,Ribeirão Shopping,Mochila Listrado,2,R$ 275.00,R$ 550.00
67947,12/15/2019,Shopping Morumbi,Sapato Estampa,1,R$ 358.00,R$ 358.00
67947,12/15/2019,Shopping Morumbi,Gorro,5,R$ 80.00,R$ 400.00
67948,12/15/2019,Shopping União de Osasco,Gorro Xadrez,2,R$ 85.00,R$ 170.00
67948,12/15/2019,Shopping União de Osasco,Casaco Listrado,3,R$ 269.00,R$ 807.00
67948,12/15/2019,Shopping União de Osasco,Relógio Linho,4,R$ 240.00,R$ 960.00
67949,12/15/2019,Rio Mar Recife,Bermuda Xadrez,1,R$ 155.00,R$ 155.00
67950,12/15/2019,Shopping Midway Mall,Short Listrado,2,R$ 102.00,R$ 204.00
67951,12/15/2019,Center Shopping Uberlândia,Polo Estampa,1,R$ 138.00,R$ 138.00
67951,12/15/2019,Center Shopping Uberlândia,Calça Estampa,1,R$ 177.00,R$ 177.00
67952,12/15/2019,Rio Mar Shopping Fortaleza,Casaco Linho,1,R$ 299.00,R$ 299.00
67952,12/15/2019,Rio Mar Shopping Fortaleza,Camiseta Xadrez,5,R$ 200.00,"R$ 1,000.00"
67953,12/15/2019,Shopping Morumbi,Mochila Estampa,3,R$ 277.00,R$ 831.00
67954,12/15/2019,Shopping Center Interlagos,Bermuda Estampa,1,R$ 169.00,R$ 169.00
67954,12/15/2019,Shopping Center Interlagos,Tênis Xadrez,4,R$ 259.00,"R$ 1,036.00"
67954,12/15/2019,Shopping Center Interlagos,Relógio Listrado,5,R$ 218.00,"R$ 1,090.00"
67956,12/15/2019,Shopping Ibirapuera,Relógio Linho,2,R$ 240.00,R$ 480.00
67956,12/15/2019,Shopping Ibirapuera,Sunga Xadrez,5,R$ 116.00,R$ 580.00
67956,12/15/2019,Shopping Ibirapuera,Pulseira Estampa,3,R$ 87.00,R$ 261.00
67956,12/15/2019,Shopping Ibirapuera,Camisa Gola V Linho,3,R$ 145.00,R$ 435.00
67956,12/15/2019,Shopping Ibirapuera,Casaco Liso,1,R$ 255.00,R$ 255.00
67957,12/15/2019,Rio Mar Shopping Fortaleza,Terno Xadrez,1,R$ 709.00,R$ 709.00
67959,12/15/2019,Shopping Barra,Sunga Xadrez,4,R$ 116.00,R$ 464.00
67959,12/15/2019,Shopping Barra,Terno Estampa,3,R$ 706.00,"R$ 2,118.00"
67963,12/15/2019,Shopping Midway Mall,Terno Estampa,1,R$ 706.00,R$ 706.00
67964,12/15/2019,Center Shopping Uberlândia,Chinelo Xadrez,5,R$ 66.00,R$ 330.00
67964,12/15/2019,Center Shopping Uberlândia,Camiseta Xadrez,1,R$ 200.00,R$ 200.00
67965,12/15/2019,Salvador Shopping,Sapato,2,R$ 350.00,R$ 700.00
67966,12/15/2019,Iguatemi Esplanada,Mochila,4,R$ 270.00,"R$ 1,080.00"
67966,12/15/2019,Iguatemi Esplanada,Pulseira Linho,2,R$ 114.00,R$ 228.00
67967,12/15/2019,Bourbon Shopping SP,Gorro Estampa,2,R$ 93.00,R$ 186.00
67967,12/15/2019,Bourbon Shopping SP,Bermuda Listrado,2,R$ 163.00,R$ 326.00
67967,12/15/2019,Bourbon Shopping SP,Mochila Liso,4,R$ 276.00,"R$ 1,104.00"
67968,12/15/2019,Iguatemi Esplanada,Cueca Linho,2,R$ 93.00,R$ 186.00
67970,12/15/2019,Bourbon Shopping SP,Pulseira Linho,3,R$ 114.00,R$ 342.00
67970,12/15/2019,Bourbon Shopping SP,Camisa Gola V Linho,1,R$ 145.00,R$ 145.00
67971,12/15/2019,Iguatemi Campinas,Relógio Estampa,2,R$ 219.00,R$ 438.00
67971,12/15/2019,Iguatemi Campinas,Cinto Linho,1,R$ 248.00,R$ 248.00
67971,12/15/2019,Iguatemi Campinas,Camiseta Estampa,2,R$ 196.00,R$ 392.00
67972,12/15/2019,Passei das Águas Shopping,Camisa Gola V Linho,2,R$ 145.00,R$ 290.00
67973,12/15/2019,Iguatemi Esplanada,Gorro Linho,2,R$ 124.00,R$ 248.00
67973,12/15/2019,Iguatemi Esplanada,Camisa Gola V Listrado,1,R$ 116.00,R$ 116.00
67974,12/15/2019,Shopping Morumbi,Gorro Xadrez,2,R$ 85.00,R$ 170.00
67974,12/15/2019,Shopping Morumbi,Cinto Listrado,4,R$ 214.00,R$ 856.00
67975,12/15/2019,Shopping Vila Velha,Cinto Linho,5,R$ 248.00,"R$ 1,240.00"
67975,12/15/2019,Shopping Vila Velha,Sunga Linho,5,R$ 149.00,R$ 745.00
67975,12/15/2019,Shopping Vila Velha,Calça Liso,1,R$ 190.00,R$ 190.00
67977,12/15/2019,Parque Dom Pedro Shopping,Terno Liso,2,R$ 720.00,"R$ 1,440.00"
67979,12/15/2019,Center Shopping Uberlândia,Mochila,1,R$ 270.00,R$ 270.00
67979,12/15/2019,Center Shopping Uberlândia,Sunga Linho,1,R$ 149.00,R$ 149.00
67980,12/15/2019,Shopping Iguatemi Fortaleza,Cinto Xadrez,1,R$ 215.00,R$ 215.00
67981,12/15/2019,Shopping Iguatemi Fortaleza,Meia Linho,3,R$ 78.00,R$ 234.00
67982,12/15/2019,Iguatemi Esplanada,Cinto Listrado,1,R$ 214.00,R$ 214.00
67982,12/15/2019,Iguatemi Esplanada,Cinto Linho,3,R$ 248.00,R$ 744.00
67983,12/15/2019,Shopping Eldorado,Relógio Linho,1,R$ 240.00,R$ 240.00
67985,12/15/2019,Ribeirão Shopping,Chinelo Listrado,2,R$ 73.00,R$ 146.00
67986,12/16/2019,Rio Mar Shopping Fortaleza,Bermuda Listrado,2,R$ 163.00,R$ 326.00
67987,12/16/2019,Passei das Águas Shopping,Chinelo,2,R$ 60.00,R$ 120.00
67988,12/16/2019,Iguatemi Esplanada,Polo Listrado,1,R$ 149.00,R$ 149.00
67989,12/16/2019,Iguatemi Esplanada,Mochila Linho,5,R$ 311.00,"R$ 1,555.00"
67992,12/16/2019,Shopping Morumbi,Cueca Estampa,2,R$ 66.00,R$ 132.00
67993,12/16/2019,Shopping SP Market,Camiseta Linho,2,R$ 223.00,R$ 446.00
67993,12/16/2019,Shopping SP Market,Cinto Xadrez,1,R$ 215.00,R$ 215.00
67993,12/16/2019,Shopping SP Market,Cinto Xadrez,1,R$ 215.00,R$ 215.00
67993,12/16/2019,Shopping SP Market,Cueca Liso,3,R$ 69.00,R$ 207.00
67995,12/16/2019,Shopping Vila Velha,Camisa Gola V Linho,1,R$ 145.00,R$ 145.00
67996,12/16/2019,Norte Shopping,Camisa Liso,1,R$ 105.00,R$ 105.00
67997,12/16/2019,Palladium Shopping Curitiba,Bermuda Linho,1,R$ 195.00,R$ 195.00
67997,12/16/2019,Palladium Shopping Curitiba,Cueca Listrado,2,R$ 67.00,R$ 134.00
67998,12/16/2019,Shopping União de Osasco,Meia Listrado,4,R$ 37.00,R$ 148.00
67999,12/16/2019,Shopping Eldorado,Mochila,1,R$ 270.00,R$ 270.00
67999,12/16/2019,Shopping Eldorado,Bermuda,2,R$ 150.00,R$ 300.00
67999,12/16/2019,Shopping Eldorado,Camisa Gola V Liso,1,R$ 118.00,R$ 118.00
68002,12/16/2019,Shopping Midway Mall,Camiseta Listrado,1,R$ 197.00,R$ 197.00
68002,12/16/2019,Shopping Midway Mall,Sapato Linho,3,R$ 391.00,"R$ 1,173.00"
68003,12/16/2019,Shopping Eldorado,Relógio Xadrez,2,R$ 214.00,R$ 428.00
68005,12/16/2019,Passei das Águas Shopping,Camiseta,5,R$ 180.00,R$ 900.00
68005,12/16/2019,Passei das Águas Shopping,Camisa Gola V Liso,3,R$ 118.00,R$ 354.00
68006,12/16/2019,Salvador Shopping,Tênis Estampa,2,R$ 256.00,R$ 512.00
68006,12/16/2019,Salvador Shopping,Chinelo,3,R$ 60.00,R$ 180.00
68008,12/16/2019,Iguatemi Campinas,Pulseira Xadrez,1,R$ 87.00,R$ 87.00
68009,12/16/2019,Palladium Shopping Curitiba,Pulseira,1,R$ 70.00,R$ 70.00
68010,12/16/2019,Center Shopping Uberlândia,Polo Estampa,5,R$ 138.00,R$ 690.00
68011,12/16/2019,Shopping Iguatemi Fortaleza,Terno Liso,1,R$ 720.00,R$ 720.00
68011,12/16/2019,Shopping Iguatemi Fortaleza,Cueca Listrado,2,R$ 67.00,R$ 134.00
68012,12/16/2019,Ribeirão Shopping,Pulseira Estampa,1,R$ 87.00,R$ 87.00
68013,12/16/2019,Shopping SP Market,Camiseta,3,R$ 180.00,R$ 540.00
68013,12/16/2019,Shopping SP Market,Relógio Linho,4,R$ 240.00,R$ 960.00
68014,12/16/2019,Shopping Barra,Camiseta Linho,5,R$ 223.00,"R$ 1,115.00"
68014,12/16/2019,Shopping Barra,Relógio Listrado,2,R$ 218.00,R$ 436.00
68014,12/16/2019,Shopping Barra,Pulseira,5,R$ 70.00,R$ 350.00
68017,12/16/2019,Bourbon Shopping SP,Tênis Estampa,2,R$ 256.00,R$ 512.00
68018,12/16/2019,Shopping SP Market,Bermuda Linho,4,R$ 195.00,R$ 780.00
68018,12/16/2019,Shopping SP Market,Bermuda Liso,3,R$ 157.00,R$ 471.00
68021,12/16/2019,Passei das Águas Shopping,Camisa Gola V Estampa,4,R$ 118.00,R$ 472.00
68021,12/16/2019,Passei das Águas Shopping,Bermuda Listrado,2,R$ 163.00,R$ 326.00
68023,12/16/2019,Parque Dom Pedro Shopping,Polo Listrado,4,R$ 149.00,R$ 596.00
68024,12/16/2019,Shopping Barra,Gorro Linho,1,R$ 124.00,R$ 124.00
68025,12/16/2019,Iguatemi Campinas,Short Linho,2,R$ 133.00,R$ 266.00
68026,12/16/2019,Novo Shopping Ribeirão Preto,Gorro Liso,3,R$ 92.00,R$ 276.00
68026,12/16/2019,Novo Shopping Ribeirão Preto,Short Liso,1,R$ 108.00,R$ 108.00
68027,12/16/2019,Salvador Shopping,Cueca Xadrez,2,R$ 60.00,R$ 120.00
68027,12/16/2019,Salvador Shopping,Gorro Estampa,1,R$ 93.00,R$ 93.00
68028,12/16/2019,Norte Shopping,Pulseira Listrado,5,R$ 79.00,R$ 395.00
68030,12/16/2019,Center Shopping Uberlândia,Relógio Estampa,2,R$ 219.00,R$ 438.00
68030,12/16/2019,Center Shopping Uberlândia,Polo Linho,4,R$ 176.00,R$ 704.00
68031,12/16/2019,Shopping Iguatemi Fortaleza,Short,1,R$ 90.00,R$ 90.00
68032,12/16/2019,Shopping Iguatemi Fortaleza,Pulseira Listrado,4,R$ 79.00,R$ 316.00
68032,12/16/2019,Shopping Iguatemi Fortaleza,Gorro Linho,3,R$ 124.00,R$ 372.00
68033,12/16/2019,Shopping Ibirapuera,Mochila Linho,3,R$ 311.00,R$ 933.00
68034,12/16/2019,Norte Shopping,Camisa Linho,3,R$ 141.00,R$ 423.00
68035,12/16/2019,Shopping Eldorado,Gorro Linho,5,R$ 124.00,R$ 620.00
68035,12/16/2019,Shopping Eldorado,Short Linho,2,R$ 133.00,R$ 266.00
68035,12/16/2019,Shopping Eldorado,Relógio Listrado,1,R$ 218.00,R$ 218.00
68037,12/16/2019,Shopping Center Interlagos,Mochila Estampa,1,R$ 277.00,R$ 277.00
68038,12/16/2019,Norte Shopping,Cinto Liso,1,R$ 209.00,R$ 209.00
68038,12/16/2019,Norte Shopping,Camiseta Listrado,1,R$ 197.00,R$ 197.00
68038,12/16/2019,Norte Shopping,Sapato Listrado,2,R$ 363.00,R$ 726.00
68040,12/16/2019,Rio Mar Recife,Casaco Xadrez,2,R$ 259.00,R$ 518.00
68041,12/16/2019,Shopping Center Interlagos,Meia,2,R$ 30.00,R$ 60.00
68041,12/16/2019,Shopping Center Interlagos,Short Estampa,2,R$ 96.00,R$ 192.00
68041,12/16/2019,Shopping Center Interlagos,Pulseira Estampa,2,R$ 87.00,R$ 174.00
68042,12/16/2019,Shopping União de Osasco,Mochila Estampa,4,R$ 277.00,"R$ 1,108.00"
68045,12/16/2019,Iguatemi Esplanada,Terno Linho,1,R$ 750.00,R$ 750.00
68045,12/16/2019,Iguatemi Esplanada,Tênis Estampa,1,R$ 256.00,R$ 256.00
68046,12/16/2019,Shopping Iguatemi Fortaleza,Mochila Estampa,5,R$ 277.00,"R$ 1,385.00"
68047,12/16/2019,Palladium Shopping Curitiba,Cinto Liso,1,R$ 209.00,R$ 209.00
68048,12/16/2019,Iguatemi Campinas,Sapato Liso,5,R$ 368.00,"R$ 1,840.00"
68049,12/16/2019,Shopping Morumbi,Short Linho,2,R$ 133.00,R$ 266.00
68049,12/16/2019,Shopping Morumbi,Camisa Gola V Listrado,3,R$ 116.00,R$ 348.00
68050,12/16/2019,Shopping União de Osasco,Relógio Xadrez,1,R$ 214.00,R$ 214.00
68050,12/16/2019,Shopping União de Osasco,Relógio,3,R$ 200.00,R$ 600.00
68050,12/16/2019,Shopping União de Osasco,Cinto Listrado,3,R$ 214.00,R$ 642.00
68051,12/16/2019,Shopping União de Osasco,Polo Liso,1,R$ 137.00,R$ 137.00
68052,12/16/2019,Shopping Ibirapuera,Gorro Xadrez,4,R$ 85.00,R$ 340.00
68052,12/16/2019,Shopping Ibirapuera,Short Xadrez,1,R$ 100.00,R$ 100.00
68054,12/16/2019,Passei das Águas Shopping,Gorro Liso,2,R$ 92.00,R$ 184.00
68054,12/16/2019,Passei das Águas Shopping,Tênis Estampa,2,R$ 256.00,R$ 512.00
68055,12/16/2019,Iguatemi Campinas,Tênis Xadrez,3,R$ 259.00,R$ 777.00
68056,12/16/2019,Ribeirão Shopping,Terno Linho,2,R$ 750.00,"R$ 1,500.00"
68056,12/16/2019,Ribeirão Shopping,Meia Xadrez,5,R$ 41.00,R$ 205.00
68060,12/16/2019,Shopping Morumbi,Bermuda Linho,5,R$ 195.00,R$ 975.00
68061,12/16/2019,Parque Dom Pedro Shopping,Polo Estampa,3,R$ 138.00,R$ 414.00
68062,12/16/2019,Passei das Águas Shopping,Terno Estampa,3,R$ 706.00,"R$ 2,118.00"
68062,12/16/2019,Passei das Águas Shopping,Pulseira Liso,1,R$ 87.00,R$ 87.00
68063,12/16/2019,Shopping Center Interlagos,Pulseira Liso,2,R$ 87.00,R$ 174.00
68064,12/16/2019,Parque Dom Pedro Shopping,Relógio Liso,3,R$ 216.00,R$ 648.00
68065,12/16/2019,Parque Dom Pedro Shopping,Chinelo Listrado,1,R$ 73.00,R$ 73.00
68066,12/16/2019,Shopping Eldorado,Mochila Linho,1,R$ 311.00,R$ 311.00
68067,12/16/2019,Iguatemi Esplanada,Camisa Estampa,2,R$ 113.00,R$ 226.00
68068,12/16/2019,Shopping Eldorado,Polo Xadrez,3,R$ 142.00,R$ 426.00
68069,12/16/2019,Shopping Eldorado,Mochila Linho,1,R$ 311.00,R$ 311.00
68069,12/16/2019,Shopping Eldorado,Sunga Linho,1,R$ 149.00,R$ 149.00
